10.1	12	12	14	6
10.1	2	5	5	11
10.1	12	6	13	1
10.1	14	10	14	9
10.1	8	7	14	10
10.1	9	10	13	2
9.1	7	4	11	6
9.1	7	5	12	4
9.1	12	5	9	3
8.1	10	5	6	4
8.1	12	5	14	3
8.1	14	6	14	10
8.1	12	12	14	9
8.1	9	9	7	10
8.1	6	5	9	9
8.1	5	7	12	10
8.1	5	7	8	10
8.1	12	12	12	14
8.1	14	7	4	4
8.1	12	10	13	9
8.1	9	6	13	11
8.1	12	8	11	4
8.1	9	6	9	9
8.1	2	8	4	9
8.1	14	12	14	9
8.1	5	7	1	5
8.1	13	5	4	4
8.1	7	7	15	8
